Course,University,Masters/Bachelors,Language,Course Duration,Course Link
MEDICINE AND SURGERY - LM-41 R,Università degli Studi di Napoli Federico II,unico,EN,6 years,https://www.universitaly.it/#
MEDICINE AND SURGERY - LM-41 R,Università degli Studi di CATANIA,unico,EN,6 years,https://www.chirmed.unict.it/corsi/lm-41-eng
MEDICINE AND SURGERY - LM-41 R,Alma Mater Studiorum - Università di BOLOGNA,unico,EN,6 years,http://corsi.unibo.it/SingleCycle/MedicineAndSurgery
MEDICINE AND SURGERY-MEDTECH - LM-41 R,"Università ""Campus Bio-Medico"" di ROMA",unico,EN,6 years,https://www.unicampus.it/it/offerta-formativa/cdlm-medicine-and-surgery-medtech
MEDITERRANEAN ARCHAEOLOGY - LM-2 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33542
MEDITERRANEAN FOOD SCIENCE AND TECHNOLOGY - LM-70 R,Università degli Studi di PALERMO,Magistrale,EN,2 years,https://www.unipa.it/dipartimenti/saaf/cds/mediterraneanfoodscienceandtechnology2238
ENVIRONMENTAL METEOROLOGY AND CLIMATE PHYSICS - LM-17 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/environmental-meteorology-and-climate-physics
QUANTITATIVE METHODS FOR ECONOMICS AND FINANCE - LM-56 R,Università degli Studi di MESSINA,Magistrale,MU,2 years,https://metodi-quantitativi-economia-finanza.cdl.unime.it/it
MIGRATION STUDIES AND NEW SOCIETIES - LM-90 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://migrations.cdl.unimi.it/
"MIGRATION, RIGHTS, INTEGRATION - LM-90 R",Università degli Studi di PALERMO,Magistrale,EN,2 years,https://www.unipa.it/dipartimenti/di.gi./cds/migrationrightsintegration2320
MOBILITY ENGINEERING - LM-26 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.ingindinf.polimi.it/
SUSTAINABLE TRANSPORTATION AND SMART MARITIME MOBILITY - LM-23 R,Università IUAV di VENEZIA,Magistrale,EN,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/Sustainable-transportation-and-smart-maritime-mobility
FASHION - LM-12 R,Università IUAV di VENEZIA,Magistrale,MU,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/moda-fashion
MOLECULAR BIOLOGY - LM-6 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3002&cg=scienze
MOLECULAR BIOLOGY AND GENETICS - LM-6 R,Università degli Studi di PAVIA,Magistrale,EN,2 years,https://molecularbiologyandgenetics.cdl.unipv.it/en
MOLECULAR BIOLOGY OF THE CELL - LM-6 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://mbc.cdl.unimi.it/en
"MOLECULAR BIOLOGY, MEDICINAL CHEMISTRY AND COMPUTER SCIENCE FOR PHARMACEUTICAL APPLICATIONS - L-29 R","Università degli Studi di ROMA ""La Sapienza""",Triennale,EN,3 years,https://corsidilaurea.uniroma1.it/it/course/33457
PLANNING AND MANAGEMENT OF TOURISM SYSTEMS - LM-49 R,Università degli Studi di BERGAMO,Magistrale,EN,2 years,https://ls-pmts.unibg.it/en
CLINICAL PSYCHOLOGY - LM-51 R,Università degli Studi di BERGAMO,Magistrale,MU,2 years,https://ls-pc.unibg.it/it
ECONOMICS AND DATA ANALYSIS - LM-56 R,Università degli Studi di BERGAMO,Magistrale,EN,2 years,https://ls-eda.unibg.it/en
INTERNATIONAL MANAGEMENT AND MARKETING - LM-77 R,Università degli Studi di BERGAMO,Magistrale,EN,2 years,https://ls-imm.unibg.it/en
"ACCOUNTING, GOVERNANCE AND SUSTAINABILITY - LM-77 R",Università degli Studi di BERGAMO,Magistrale,EN,2 years,https://ls-ags.unibg.it/en
"PHILOSOPHICAL KNOWLEDGE: FOUNDATIONS, METHODS, APPLICATIONS - LM-78 R",Università degli Studi di BERGAMO,Magistrale,EN,2 years,https://ls-pfma.unibg.it/en
BUILDING ENGINEERING - LM-24,"Università degli Studi ""G. d'Annunzio"" CHIETI-PESCARA",Magistrale,MU,2 years,https://idclm24.unich.it/home-idclm24-18394
HEALTH PROFESSIONS OF REHABILITATION SCIENCES - LM/SNT2,"Università degli Studi ""G. d'Annunzio"" CHIETI-PESCARA",Magistrale,EN,2 years,https://www.unich.it/hprs
ECONOMICS AND FINANCE - L-33 R,"Università degli Studi ""G. d'Annunzio"" CHIETI-PESCARA",Triennale,MU,3 years,https://clef.unich.it/
PSYCHOLOGY OF WELL-BEING AND PERFORMANCE - LM-51 R,"Università degli Studi ""G. d'Annunzio"" CHIETI-PESCARA",Magistrale,EN,2 years,https://www.unich.it/didattica/iscrizioni
DATA SCIENCE - LM-DATA,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.universitaly.it/#
DATA SCIENCE - LM-DATA,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/data-science
DATA ANALYTICS FOR BUSINESS - LM-82 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/data-analytics-for-business-milano
DATA SCIENCE FOR MANAGEMENT - LM-DATA,Università degli Studi di PARMA,Magistrale,EN,2 years,https://www.universitaly.it/#
DATA SCIENCE FOR ECONOMICS AND HEALTH - LM-DATA,Università degli Studi di MILANO,Magistrale,EN,2 years,https://dseh.cdl.unimi.it/en
DATA SCIENCE AND ENGINEERING - LM-32,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/37-470
DATA SCIENCE AND BUSINESS ANALYTICS - LM-82 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/data-science-and-business-analytics
DATA SCIENCE - LM-DATA,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33519
DATA SCIENCE - LM-DATA,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC2738&cg=scienze
DATA SCIENCE - LM-DATA,Università degli Studi di VERONA,Magistrale,EN,2 years,https://www.corsi.univr.it/?ent=cs&id=1175
MOLECULAR BIOTECHNOLOGY - LM-9 R,"Università degli Studi della Campania ""Luigi Vanvitelli""",Magistrale,EN,2 years,http://www.distabif.unicampania.it/didattica/corsi-di-studio/magistrale-in-lingua-inglese-molecular-biotechnology
NURSING - L/SNT1,"Università degli Studi della Campania ""Luigi Vanvitelli""",Triennale,EN,3 years,http://www.scienzemedichetraslazionali.unicampania.it/
PHYSICS - LM-17 R,"Università degli Studi della Campania ""Luigi Vanvitelli""",Magistrale,EN,2 years,https://www.matfis.unicampania.it/didattica/corsi-di-studio/corso-di-laurea-magistrale-in-physics
PSYCHOLOGY OF COGNITIVE PROCESSES - LM-51 R,"Università degli Studi della Campania ""Luigi Vanvitelli""",Magistrale,MU,2 years,http://www.psicologia.unicampania.it/didattica/corsi-di-studio/magistrale-in-psicologia-dei-processi-cognitivi
INTERNATIONAL RELATIONS AND ORGANIZATIONS - LM-52 R,"Università degli Studi della Campania ""Luigi Vanvitelli""",Magistrale,MU,2 years,https://www.scienzepolitiche.unicampania.it/didattica/corsi-di-studio/magistrale-in-relazioni-ed-organizzazioni-internazionali
ARCHITECTURE AND HERITAGE - LM-4 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.diarc.archer.unina.it/
AUTONOMOUS VEHICLE ENGINEERING - LM-33,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.universitaly.it/#
BIOLOGY OF EXTREME ENVIRONMENTS - LM-6 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.dipartimentodibiologia.unina.it/corsi-di-laurea/biology-extreme-environments/
BIOLOGY FOR ONE-HEALTH - L-13 R,Università degli Studi di Napoli Federico II,Triennale,EN,3 years,http://www.dipartimentodibiologia.unina.it/
MEDICAL BIOTECHNOLOGIES - LM-9 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://www.scienzebiotecnologiche.unina.it/mediche
INDUSTRIAL AND MOLECULAR BIOTECHNOLOGY - LM-8 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://www.biotecnologieindustriali.unina.it/
CIVIL AND ENVIRONMENTAL ENGINEERING - L-7 R,Università degli Studi di Napoli Federico II,Triennale,EN,3 years,https://www.civil-environmental.unina.it/
DATA SCIENCE - LM-DATA,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.universitaly.it/#
DESIGN FOR THE BUILT ENVIRONMENT - LM-12 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://www.diarc.dbe.unina.it/
COMMUNITY DESIGN - L-4 R,Università degli Studi di Napoli Federico II,Triennale,MU,3 years,http://diarc.code.unina.it/
"DIGITAL SOCIETY, SOCIAL INNOVATION AND GLOBAL CITIZENSHIP - LM-92 R",Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.universitaly.it/#
ECONOMICS AND FINANCE - LM-56 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://www.dises.unina.it/didattica/corsi-di-laurea/lauree-magistrali/9359805-economics-and-finance/
HOSPITALITY MANAGEMENT - L-18 R,Università degli Studi di Napoli Federico II,Triennale,MU,3 years,http://www.hospitalitymanagement.unina.it/
INDUSTRIAL BIOENGINEERING - LM-21 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.dicmapi.unina.it/ug_bioenginering/bio-engineering/
INDUSTRIAL CHEMISTRY FOR CIRCULAR AND BIO ECONOMY - LM-71 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://www.scienzechimiche.unina.it/iccbe
CURATING ARTS AND HERITAGE IN INTERCULTURAL PERSPECTIVES - LM-89 R,Università IUAV di VENEZIA,Magistrale,EN,2 years,https://www.iuav.it/it/didattica/lauree-magistrali
"CULTURAL, INTELLECTUAL AND VISUAL HISTORY - LM-84 R",Università degli Studi di MILANO,Magistrale,EN,2 years,https://visual.cdl.unimi.it/en
"CULTURAL HERITAGE IN THE NEAR AND MIDDLE EAST, AND IN AFRICA - LM-2 R","Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33541
CULTURAL HERITAGE AND CREATIVITY FOR TOURISM AND TERRITORIAL DEVELOPMENT - LM-49 R,Università degli Studi di TORINO,Magistrale,EN,2 years,https://www.culturalheritage.unito.it/do/home.pl
CRITICAL CREATIVE PRACTICES - LM-65 R,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/design-art/master-critical-creative-practices
COSMETIC INDUSTRIAL SCIENCE - LM-71 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://cosmis.cdl.unimi.it/
CORPORATE MANAGEMENT AND PUBLIC ADMINISTRATION - LM-77 R,LINK CAMPUS University,Magistrale,MU,2 years,https://www.unilink.it/cds/direzione-aziendale-e-della-pubblica-amministrazione-lm-77-aa-25-26
"COOPERATION, DEVELOPMENT AND MIGRATIONS - LM-81 R",Università degli Studi di PALERMO,Magistrale,MU,2 years,https://www.unipa.it/dipartimenti/cultureesocieta/cds/cooperazionesviluppoemigrazioni2232
CONTROL SYSTEMS ENGINEERING - LM-25,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?ordinamento=2025&key=IN2546&tipo=LM&scuola=IN
CONTROL ENGINEERING - LM-25,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33509
ECONOMICS AND MANAGEMENT OF GOVERNMENT AND INTERNATIONAL ORGANIZATIONS - LM-77 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/economics-and-management-government-and-international-organizations
"ECONOMICS AND MANAGEMENT IN ARTS, CULTURE, MEDIA AND ENTERTAINMENT - LM-77 R","Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/economics-and-management-arts-culture-media-and-entertainment
ACCOUNTING AND FINANCIAL MANAGEMENT - LM-77 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/accounting-and-financial-management
DATA SCIENCE AND BUSINESS ANALYTICS - LM-82 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/data-science-and-business-analytics
CYBER RISK STRATEGY AND GOVERNANCE - LM-91 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/cyber-risk-strategy-and-governance
LINGUISTIC COMPUTING - LM-39,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/linguistic-computing-milano
ECONOMICS AND MANAGEMENT - L-18 R,Università Cattolica del Sacro Cuore,Triennale,EN,3 years,https://www.unicatt.it/corsi/economics-and-management-milano
BUSINESS ADMINISTRATION REPLICA - L-18 R,Università Cattolica del Sacro Cuore,Triennale,MU,3 years,https://www.unicatt.it/corsi/economia-aziendale-piacenza
BUSINESS ADMINISTRATION - L-18 R,Università Cattolica del Sacro Cuore,Triennale,MU,3 years,https://www.unicatt.it/corsi/economia-aziendale-piacenza
BUSINESS AND FINANCE - L-18 R,Università Cattolica del Sacro Cuore,Triennale,EN,3 years,https://www.unicatt.it/corsi/triennale/business-and-finance-brescia.html
COMPUTER SCIENCE - LM-18,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC2598&cg=scienze
COMPUTATIONAL FINANCE - LM-16 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC2993&cg=scienze
COGNITIVE NEUROSCIENCE AND CLINICAL NEUROPSYCHOLOGY - LM-51 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/psicologia?tipo=LM&scuola=PS&ordinamento=2025&key=PS2966&cg=psicologia
"CLINICAL, SOCIAL AND INTERCULTURAL PSYCHOLOGY - LM-51 R",Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/psicologia?tipo=LM&scuola=PS&ordinamento=2025&key=PS2965&cg=psicologia
CHEMISTRY - LM-54 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3004&cg=scienze
CHEMICAL AND PROCESS ENGINEERING - LM-22 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?ordinamento=2025&key=IN2925&tipo=LM&scuola=IN
BIOTECHNOLOGIES FOR FOOD SCIENCE - LM-9 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/agraria-e-medicina-veterinaria?tipo=LM&scuola=AV&ordinamento=2025&key=AV2888&cg=scienze
BIOLOGY OF HUMAN AND ENVIRONMENTAL HEALTH - L-13 R,Università degli Studi di PADOVA,Triennale,EN,3 years,https://www.unipd.it/offerta-didattica/corso-di-laurea/scienze?tipo=L&scuola=SC&ordinamento=2025&key=SC2978&cg=scienze
BIOENGINEERING - LM-21 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?ordinamento=2025&key=IN2924&tipo=LM&scuola=IN
ASTROPHYSICS AND COSMOLOGY - LM-17 R/ LM-58 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC2996&cg=scienze
LINGUISTIC SCIENCES - LM-38 R,Università Cattolica del Sacro Cuore,Magistrale,MU,2 years,https://www.unicatt.it/corsi/scienze-linguistiche-lm-milano
MEDICINE AND SURGERY - LM-41 R,Università Cattolica del Sacro Cuore,unico,EN,6 years,https://www.unicatt.it/corsi/triennale/medicine-and-surgery-roma.html
MEDICINE AND SURGERY REPLICA - BOLZANO - LM-41 R,Università Cattolica del Sacro Cuore,unico,EN,6 years,https://www.unicatt.it/corsi/triennale/medicine-and-surgery-roma.html
"CONSUMER BEHAVIOUR: PSYCHOLOGY APPLIED TO FOOD, HEALTH AND ENVIRONMENT - LM-51 R",Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/magistrale/consumer-behaviour-psychology-applied-to-food-health-and-environment-cremona.html
ECONOMICS - LM-56 R,Università Cattolica del Sacro Cuore,Magistrale,MU,2 years,https://www.unicatt.it/corsi/economia-milano
AGRICULTURAL AND FOOD ECONOMICS - LM-69 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/agricultural-and-food-economics-cremona
FOOD PROCESSING: INNOVATION AND TRADITION - LM-70 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/magistrale/food-processing-innovation-and-tradition-cremona.html
"ECONOMICS AND MANAGEMENT OF ART, CULTURE AND ENTERTAIMENT - LM-76 R",Università Cattolica del Sacro Cuore,Magistrale,MU,2 years,https://www.unicatt.it/corsi/economia-e-gestione-dei-beni-culturali-e-dello-spettacolo-lm-milano
MANAGEMENT - LM-77 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/management-milano
INNOVATION AND TECHNOLOGY MANAGEMENT - LM-77 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/innovation-and-technology-management-milano
HEALTHCARE MANAGEMENT - LM-77 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/magistrale/healthcare-management-roma.html
GLOBAL BUSINESS MANAGEMENT - LM-77 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/global-business-management-piacenza
BANKING AND FINANCE - LM-77 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/banking-and-finance-milano
DATA ANALYTICS FOR BUSINESS - LM-82 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/data-analytics-for-business-milano
"ACTUARIAL SCIENCES, RISK AND DATA ANALYSIS - LM-83 R",Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/magistrale/actuarial-sciences-risk-and-data-analysis-milano.html
EUROPEAN STUDIES IN INVESTOR RELATIONS AND FINANCIAL COMMUNICATION - LM-90 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/european-studies-in-investor-relations-financial-communication-milano
APPLIED DATA SCIENCE FOR BANKING AND FINANCE - LM-91 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/applied-data-science-for-banking-and-finance-brescia
CORPORATE COMMUNICATION AND PUBLIC RELATIONS - L-20 R,Libera Università di lingue e comunicazione IULM-MI,Triennale,MU,3 years,https://www.iulm.it/it/offerta-formativa/corsi-di-lauree-triennali/comunicazione-impresa-relazioni-pubbliche/comunicazione-impresa-relazioni-pubbliche
HOSPITALITY AND TOURISM MANAGEMENT - LM-49 R,Libera Università di lingue e comunicazione IULM-MI,Magistrale,EN,2 years,https://www.iulm.it/it/offerta-formativa/corsi-di-lauree-magistrali/hospitality-tourism-management/hospitality-tourism-management
STRATEGIC COMMUNICATION - LM-59 R,Libera Università di lingue e comunicazione IULM-MI,Magistrale,EN,2 years,https://www.iulm.it/it/offerta-formativa/corsi-di-lauree-magistrali/strategic-communication/strategic-communication
MECHANICAL ENGINEERING FOR SUSTAINABILITY - LM-33,Università degli Studi di FIRENZE,Magistrale,EN,2 years,https://www.ing-mes.unifi.it/
MANAGEMENT ENGINEERING - LM-31,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.ing-mme.unifi.it/
MECHANICAL ENGINEERING - LM-33,Università degli Studi di FIRENZE,Magistrale,MU,2 years,http://www.ing-mem.unifi.it/
ENERGY ENGINEERING - LM-30 R,Università degli Studi di FIRENZE,Magistrale,MU,2 years,http://www.ing-enm.unifi.it/
"GEOGRAPHY, SPATIAL MANAGEMENT, HERITAGE FOR INTERNATIONAL COOPERATION - LM-80 R",Università degli Studi di FIRENZE,Magistrale,MU,2 years,https://www.spatialmanagement.unifi.it/
GEOENGINEERING - LM-35 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,https://www.ing-gem.unifi.it/
FINANCE AND RISK MANAGEMENT - LM-16 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.frm.unifi.it/
ECONOMICS INSTITUTIONS SUSTAINABILITY - LM-56 R,Università degli Studi di FIRENZE,Magistrale,MU,2 years,http://www.scienze-economia.unifi.it/
ECONOMICS AND DEVELOPMENT - LM-56 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.economicsanddevelopment.unifi.it/
DESIGN OF SUSTAINABLE TOURISM SYSTEMS - LM-49 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.dsts.unifi.it/
CHEMISTRY - LM-54 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-chimica
CHEMISTRY - LM-54 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3004&cg=scienze
CHEMISTRY - LM-54 R,Università della CALABRIA,Magistrale,EN,2 years,https://www.unical.it/storage/cds/19145/
CHEMISTRY - LM-54 R,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10030
CHEMISTRY - LM-54 R,Università degli Studi di SIENA,Magistrale,EN,2 years,https://chemistry.unisi.it/
CHEMICAL INNOVATION AND REGULATION - LM-54 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/ChemicaInnovationRegulation
CHEMICAL ENGINEERING FOR INDUSTRIAL SUSTAINABILITY - LM-22 R,Università degli Studi di CATANIA,Magistrale,EN,2 years,http://www.dicar.unict.it/corsi/lm-22
CHEMICAL AND PROCESS ENGINEERING - LM-22 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?ordinamento=2025&key=IN2925&tipo=LM&scuola=IN
CHEMICAL NANO-ENGINEERING - LM-71 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,http://chem-nano-eng.uniroma2.it/
CHEMICAL ENGINEERING - LM-22 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.ccs-chimica.polimi.it/
MEDICINE AND SURGERY - LM-41 R,Università degli Studi di CATANIA,unico,EN,6 years,https://www.chirmed.unict.it/corsi/lm-41-eng
CONSTRUCTION MANAGEMENT AND SAFETY - LM-26 R,Università degli Studi di CATANIA,Magistrale,EN,2 years,https://www.dicar.unict.it/it/corsi/lm-26/presentazione-del-corso
GLOBAL POLITICS AND EURO-MEDITERRANEAN RELATIONS - LM-62 R,Università degli Studi di CATANIA,Magistrale,EN,2 years,http://www.dsps.unict.it/courses/lm-62
PHYSICS - L-30 R,Università degli Studi di CATANIA,Triennale,MU,3 years,http://www.dfa.unict.it/corsi/L-30
CORPORATE FINANCE - LM-77 R,Università degli Studi di CATANIA,Magistrale,MU,2 years,http://www.dei.unict.it/corsi/lm-77-fin
ELECTRONIC ENGINEERING - LM-29,Università degli Studi di CATANIA,Magistrale,EN,2 years,http://www.dieei.unict.it/corsi/lm-29
ELECTRICAL ENGINEERING FOR SUSTAINABLE GREEN ENERGY TRANSITION - LM-28,Università degli Studi di CATANIA,Magistrale,EN,2 years,http://www.dieei.unict.it/corsi/lm-28
DATA SCIENCE - LM-DATA,Università degli Studi di CATANIA,Magistrale,EN,2 years,https://www.universitaly.it/#
COMMUNICATIONS ENGINEERING - LM-27,Università degli Studi di CATANIA,Magistrale,EN,2 years,http://www.dieei.unict.it/corsi/lm-27
CHEMICAL ENGINEERING FOR INDUSTRIAL SUSTAINABILITY - LM-22 R,Università degli Studi di CATANIA,Magistrale,EN,2 years,http://www.dicar.unict.it/corsi/lm-22
ECONOMIC DEVELOPMENT AND INTERNATIONAL RELATIONS - LM-52 R,Università degli Studi di PAVIA,Magistrale,MU,2 years,https://seri.cdl.unipv.it/
SAFE TRANSPORT AND LOGISTICS ENGINEERING - LM-26 R,Università degli Studi di GENOVA,Magistrale,EN,2 years,https://corsi.unige.it/en/corsi/11920
SAFETY ASSESSMENT OF XENOBIOTICS AND BIOTECHNOLOGICAL PRODUCTS - LM-9 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://safetyassessment.cdl.unimi.it/en
SCIENCE AND TECHNOLOGIES FOR AGRICULTURE AND MOUNTAIN AREAS - LM-69 R/ LM-73 R,Università degli Studi della TUSCIA,Magistrale,EN,2 years,https://www.unitus.it/corsi/corsi-di-laurea-magistrale/science-and-technologies-for-agriculture-and-mountain-areas/
SCIENCE AND TECHNOLOGY OF BIO AND NANOMATERIALS - LM SC. MAT.,"Università ""Ca' Foscari"" VENEZIA",Magistrale,EN,2 years,http://www.unive.it/cdl/cm14
SCIENCE FOR THE CONSERVATION-RESTORATION OF CULTURAL HERITAGE - LM-11 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/scienceforconservation
SCIENCE OF CLIMATE - LM-17 R/ LM-79 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/ClimateScience
NUTRITIONAL SCIENCES - LM-61 R,Università della CALABRIA,Magistrale,MU,2 years,https://www.unical.it/storage/cds/31552/?lang=it
FOOD SCIENCE AND INNOVATION - LM/GASTR R,Università degli Studi di CAMERINO,Magistrale,MU,2 years,https://www.universitaly.it/#
ENVIRONMENTAL SCIENCES - LM-75 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,MU,2 years,http://www.unive.it/cdl/cmr5
CHEMICAL SCIENCES - LM-54 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://www.scienzechimiche.unina.it/lmsc
COMPUTATIONAL COGNITIVE SCIENCE - LM-55 R,"Università degli Studi ""G. d'Annunzio"" CHIETI-PESCARA",Magistrale,MU,2 years,https://scicomp.unich.it/home-lmscc-16240
ECONOMICS - LM-56 R,Università degli Studi ROMA TRE,Magistrale,MU,2 years,https://economia.uniroma3.it/corsi/dipartimento-di-economia/lm/2024-2025/scienze-economiche-0580707305700002/
ECONOMIC AND FINANCIAL SCIENCES - LM-56 R,Università degli Studi di PALERMO,Magistrale,MU,2 years,http://portale.unipa.it/dipartimenti/seas/cds/scienzeeconomicheefinanziarie2063/
"ECONOMICS, LABOUR AND SOCIAL-HEALTH SYSTEMS - LM-56 R",LINK CAMPUS University,Magistrale,MU,2 years,https://www.unilink.it/cds/scienze-economiche-del-lavoro-e-dei-sistemi-socio-sanitari-lm-56-aa-25-26
